SITE,PLOT,TREAT,SPP,DBH_CM,CANOPY,B_TYPE,MAX_B_WIDTH,STEM_TYPE,CLUMP_TYPE,BROW_INDEX,DIV,HEIGHT_M
STEESE,23_3,3,SALIX,0.23,100,N,0,CLUMP,,NA,d,0.3
STEESE,23_3,3,SALIX,0.23,100,N,0,CLUMP,,NA,d,0.2
STEESE,23_3,3,SALIX,0.23,0,N,0,CLUMP,,NA,d,0.2
STEESE,23_3,3,SALIX,0.33,0,N,0,CLUMP,,NA,d,0.1
STEESE,23_3,3,SALIX,0.41,100,N,0,CLUMP,,NA,d,0.3
STEESE,23_3,3,SALIX,0.41,100,N,0,CLUMP,,NA,d,0.3
STEESE,23_3,3,SALIX,0.23,75,N,0,CLUMP,,NA,d,0.2
STEESE,23_3,3,SALIX,0.15,100,N,0,CLUMP,,NA,d,0.1
STEESE,23_3,3,SALIX,0.33,0,N,0,CLUMP,END,NA,d,0.2
STEESE,23_3,3,SALIX,0.41,100,N,0,CLUMP,START,0,d,0.3
STEESE,23_3,3,SALIX,1.27,100,N,0,CLUMP,,NA,d,0.6
STEESE,23_3,3,SALIX,0.48,0,N,0,CLUMP,,NA,d,0.3
STEESE,23_3,3,SALIX,0.64,100,N,0,CLUMP,END,NA,d,0.6
STEESE,23_3,3,SALIX,0.08,100,N,0,CLUMP,START,0,d,0.1
STEESE,23_3,3,SALIX,0.08,50,N,0,CLUMP,END,NA,d,0.1
STEESE,23_3,3,SALIX,0.33,10,N,0,CLUMP,START,0,d,0.2
STEESE,23_3,3,SALIX,0.41,0,N,0,CLUMP,,NA,d,0.3
STEESE,23_3,3,SALIX,0.41,80,N,0,CLUMP,END,NA,d,0.3
STEESE,23_3,3,SALIX,0.48,100,N,0,CLUMP,START,0,d,0.3
STEESE,23_3,3,SALIX,0.23,100,N,0,CLUMP,,NA,d,0.2
STEESE,23_3,3,SALIX,0.71,90,N,0,CLUMP,,NA,d,0.6
STEESE,23_3,3,SALIX,0.33,90,N,0,CLUMP,END,NA,d,0.3
STEESE,23_3,3,SALIX,0.33,90,N,0,CLUMP,START,0,d,0.3
STEESE,23_3,3,SALIX,0.23,100,N,0,CLUMP,END,NA,d,0.1
STEESE,23_3,3,ARCTO,0.15,100,N,0,IND,,0,d,0
STEESE,23_3,3,ARCTO,0.23,100,N,0,IND,,0,d,0
STEESE,23_3,3,ARCTO,0.15,100,N,0,IND,,0,d,0
STEESE,23_3,3,ARCTO,0.08,100,N,0,IND,,0,d,0
STEESE,23_3,3,ARCTO,0.15,100,N,0,IND,,0,d,0
STEESE,23_3,3,POTR,0.79,80,N,0,IND,,0,d,0.8
STEESE,23_3,3,POTR,0.56,80,N,0,IND,,0,d,0.6
STEESE,23_3,3,SALIX,0.33,90,N,0,CLUMP,START,0,d,0.2
STEESE,23_3,3,SALIX,0.71,80,N,0,CLUMP,,NA,d,0.9
STEESE,23_3,3,SALIX,1.27,25,N,0,CLUMP,END,NA,d,0.6
STEESE,23_3,3,SALIX,0.23,100,N,0,CLUMP,START,0,d,0.1
STEESE,23_3,3,SALIX,0.23,10,N,0,CLUMP,END,NA,d,0.2
STEESE,23_3,3,SALIX,1.04,90,N,0,IND,,0,d,0.4
STEESE,23_3,3,SALIX,1.83,90,N,0,IND,,0,d,0.9
STEESE,23_3,3,BENE,1.42,90,N,0,CLUMP,START,0,d,2.4
STEESE,23_3,3,BENE,1.19,70,N,0,CLUMP,END,NA,d,2.7
STEESE,23_3,3,POTR,2.69,70,N,0,IND,,0,d,4.6
STEESE,23_3,3,SALIX,0.33,75,N,0,CLUMP,START,0,d,0.3
STEESE,23_3,3,SALIX,0.15,100,N,0,CLUMP,END,NA,d,0.1
STEESE,23_3,3,SALIX,0.64,90,N,0,IND,,0,d,2.1
STEESE,23_3,3,SALIX,0.41,0,N,0,CLUMP,START,0,d,0.3
STEESE,23_3,3,SALIX,0.79,75,N,0,CLUMP,END,NA,d,0.8
STEESE,23_3,3,SALIX,0.71,95,N,0,IND,,0,d,1.8
STEESE,23_3,3,SALIX,0.15,100,N,0,IND,,0,d,0.1
STEESE,23_3,3,SALIX,0.86,70,N,0,IND,,0,d,1.8
STEESE,23_3,3,POTR,1.35,75,N,0,IND,,0,d,0.6
STEESE,23_3,3,POTR,0.86,75,N,0,IND,,0,d,0.8
STEESE,23_3,3,POTR,0.97,80,N,0,IND,,0,d,2.4
STEESE,23_3,3,PIME,0.79,100,N,0,IND,,0,c,0.5
STEESE,23_3,3,SALIX,0.41,100,N,0,CLUMP,START,0,d,0.4
STEESE,23_3,3,SALIX,0.23,0,N,0,CLUMP,,NA,d,0.3
STEESE,23_3,3,SALIX,0.64,100,N,0,CLUMP,,NA,d,0.5
STEESE,23_3,3,SALIX,0.64,100,N,0,CLUMP,,NA,d,0.5
STEESE,23_3,3,SALIX,0.97,75,N,0,CLUMP,,NA,d,0.6
STEESE,23_3,3,SALIX,1.42,80,N,0,CLUMP,END,NA,d,0.9
STEESE,23_3,3,ARCTO,0.71,100,N,0,CLUMP,START,0,d,0.6
STEESE,23_3,3,ARCTO,0.23,90,N,0,CLUMP,,NA,d,1.4
STEESE,23_3,3,ARCTO,1.04,90,N,0,CLUMP,,NA,d,1.1
STEESE,23_3,3,ARCTO,1.04,90,N,0,CLUMP,,NA,d,0.9
STEESE,23_3,3,ARCTO,0.79,100,N,0,CLUMP,,NA,d,0.6
STEESE,23_3,3,ARCTO,0.56,100,N,0,CLUMP,,NA,d,0.4
STEESE,23_3,3,ARCTO,0.33,100,N,0,CLUMP,,NA,d,0.2
STEESE,23_3,3,ARCTO,0.64,100,N,0,CLUMP,,NA,d,0.9
STEESE,23_3,3,ARCTO,0.56,100,N,0,CLUMP,END,NA,d,0.6
STEESE,23_3,3,ARCTO,2.13,95,N,0,IND,,0,d,0.9
STEESE,23_3,3,ARCTO,0.23,100,N,0,CLUMP,START,0,d,0.2
STEESE,23_3,3,ARCTO,0.33,100,N,0,CLUMP,,NA,d,0.2
STEESE,23_3,3,ARCTO,0.48,100,N,0,CLUMP,END,NA,d,0.3
STEESE,23_3,3,ARCTO,0.08,25,N,0,IND,,0,d,0.1
STEESE,23_3,3,SALIX,0.79,90,N,0,IND,,0,d,1.8
STEESE,23_3,3,SALIX,1.04,75,N,0,IND,,0,d,0.2
STEESE,23_3,3,SALIX,0.97,75,N,0,IND,,0,d,0.6
STEESE,23_3,3,SALIX,0.71,100,N,0,CLUMP,START,0,d,0.8
STEESE,23_3,3,SALIX,0.41,100,N,0,CLUMP,END,NA,d,0.5
STEESE,23_3,3,ARCTO,0.41,80,N,0,IND,,0,d,0
STEESE,23_3,3,SALIX,0.08,80,N,0,IND,,0,d,0
STEESE,23_3,3,POTR,0.33,100,N,0,IND,,0,d,0.2
STEESE,23_3,3,POTR,0.15,100,N,0,CLUMP,START,0,d,0.1
STEESE,23_3,3,POTR,0.08,100,N,0,CLUMP,END,NA,d,0
STEESE,23_3,3,PIME,0.41,100,N,0,IND,,0,c,0.3
STEESE,23_3,3,SALIX,0.33,30,N,0,IND,,0,d,0.2
STEESE,23_3,3,SALIX,0.86,10,N,0,CLUMP,START,0,d,0.5
STEESE,23_3,3,SALIX,0.41,90,N,0,CLUMP,END,NA,d,0.1
STEESE,23_3,3,SALIX,0.86,10,N,0,IND,,0,d,0.6
STEESE,23_3,3,SALIX,0.56,80,N,0,IND,,0,d,0.3
STEESE,23_3,3,SALIX,0.23,90,N,0,IND,,0,d,0.3
STEESE,23_3,3,SALIX,0.23,0,N,0,CLUMP,START,0,d,0.2
STEESE,23_3,3,SALIX,0.15,100,N,0,CLUMP,,NA,d,0.2
STEESE,23_3,3,SALIX,0.33,0,N,0,CLUMP,,NA,d,0.2
STEESE,23_3,3,SALIX,0.23,50,N,0,CLUMP,,NA,d,0.1
STEESE,23_3,3,SALIX,0.23,100,N,0,CLUMP,,NA,d,0.2
STEESE,23_3,3,SALIX,0.15,0,N,0,CLUMP,,NA,d,0.1
STEESE,23_3,3,SALIX,0.08,90,N,0,CLUMP,END,NA,d,0.1
STEESE,23_3,3,SALIX,0.48,10,N,0,CLUMP,START,0,d,0.2
STEESE,23_3,3,SALIX,0.15,100,N,0,CLUMP,,NA,d,0.1
STEESE,23_3,3,SALIX,0.41,80,N,0,CLUMP,END,NA,d,0.4
STEESE,23_3,3,SALIX,0.33,0,N,0,CLUMP,START,0,d,0.1
STEESE,23_3,3,SALIX,0.23,100,N,0,CLUMP,,NA,d,0.2
STEESE,23_3,3,SALIX,0.23,100,N,0,CLUMP,,NA,d,0.2
STEESE,23_3,3,SALIX,0.48,0,N,0,CLUMP,,NA,d,0.3
STEESE,23_3,3,SALIX,0.23,50,N,0,CLUMP,,NA,d,0.1
STEESE,23_3,3,SALIX,0.64,100,N,0,CLUMP,END,NA,d,0.4
STEESE,23_3,3,SALIX,0.56,90,N,0,IND,,0,d,0.3
STEESE,23_3,3,SALIX,0.56,90,N,0,IND,,0,d,0.3
STEESE,23_3,3,SALIX,0.33,100,N,0,CLUMP,START,0,d,0.3
STEESE,23_3,3,SALIX,0.23,100,N,0,CLUMP,,NA,d,0.2
STEESE,23_3,3,SALIX,0.15,100,N,0,CLUMP,,NA,d,0.2
STEESE,23_3,3,SALIX,0.64,90,N,0,CLUMP,,NA,d,0.5
STEESE,23_3,3,SALIX,0.33,75,N,0,CLUMP,,NA,d,0.2
STEESE,23_3,3,SALIX,0.33,0,N,0,CLUMP,,NA,d,0.2
STEESE,23_3,3,SALIX,0.79,100,N,0,CLUMP,END,NA,d,0.8
STEESE,23_3,3,SALIX,0.86,100,N,0,IND,,0,d,2.4
STEESE,23_3,3,SALIX,0.33,100,N,0,IND,,0,d,1.5
STEESE,23_3,3,SALIX,0.33,100,N,0,IND,,0,d,1.7
STEESE,23_3,3,SALIX,1.04,70,N,0,IND,,0,d,1.8
STEESE,23_3,3,SALIX,0.64,95,N,0,IND,,0,d,2
STEESE,23_3,3,SALIX,0.15,90,N,0,IND,,0,d,1.4
STEESE,23_3,3,SALIX,0.15,90,N,0,IND,,0,d,1.4
STEESE,23_3,3,SALIX,0.41,90,N,0,CLUMP,START,0,d,1.5
STEESE,23_3,3,SALIX,0.41,90,N,0,CLUMP,END,NA,d,1.5
STEESE,23_3,3,SALIX,1.35,100,N,0,IND,,0,d,2.7
STEESE,23_3,3,SALIX,0.41,60,N,0,IND,,0,d,1.8
STEESE,23_3,3,SALIX,0.15,100,N,0,IND,,0,d,1.2
STEESE,23_3,3,SALIX,0.33,100,N,0,IND,,0,d,1.4
STEESE,23_3,3,SALIX,0.64,50,N,0,CLUMP,START,0,d,1.8
STEESE,23_3,3,SALIX,0.86,50,N,0,CLUMP,END,NA,d,2
STEESE,23_3,3,SALIX,0.97,95,N,0,IND,,0,d,2.1
STEESE,23_3,3,SALIX,0.56,90,N,0,CLUMP,START,0,d,2.1
STEESE,23_3,3,SALIX,0.33,90,N,0,CLUMP,END,NA,d,1.5
STEESE,23_3,3,SALIX,0.48,50,N,0,IND,,0,d,1.8
STEESE,23_3,3,POTR,0.79,75,N,0,IND,,0,d,2.3
STEESE,23_3,3,BENE,1.5,90,N,0,IND,,0,d,2.4
STEESE,23_3,3,BENE,1.04,90,N,0,CLUMP,START,0,d,2.4
STEESE,23_3,3,BENE,1.42,85,N,0,CLUMP,END,NA,d,3
STEESE,23_3,3,BENE,0.33,100,N,0,IND,,0,d,1.5
STEESE,23_3,3,BENE,0.15,100,N,0,IND,,0,d,1.4
STEESE,23_3,3,BENE,0.41,100,N,0,IND,,0,d,1.7
STEESE,23_3,3,BENE,0.48,80,N,0,IND,,0,d,1.7
STEESE,23_3,3,BENE,1.19,50,N,0,IND,,0,d,2.1
STEESE,23_3,3,BENE,0.23,90,N,0,IND,,0,d,1.8
STEESE,23_3,3,BENE,1.6,100,N,0,IND,,0,d,2.7
STEESE,23_3,3,BENE,0.86,85,N,0,IND,,0,d,2.4
STEESE,23_3,3,POTR,0.79,80,N,0,IND,,0,d,2.1
STEESE,23_3,3,POTR,0.48,80,N,0,IND,,0,d,1.7
STEESE,23_3,3,SALIX,0.56,90,N,0,CLUMP,START,0,d,1.8
STEESE,23_3,3,SALIX,0.56,90,N,0,CLUMP,,NA,d,1.7
STEESE,23_3,3,SALIX,0.71,40,N,0,CLUMP,END,NA,d,1.8
STEESE,23_3,3,SALIX,0.41,94,N,0,IND,,0,d,1.5
STEESE,23_3,3,SALIX,0.33,90,N,0,IND,,0,d,1.8
STEESE,23_3,3,BENE,0.41,70,N,0,IND,,0,d,1.8
STEESE,23_3,3,SALIX,0.56,80,N,0,CLUMP,START,0,d,1.8
STEESE,23_3,3,SALIX,0.41,80,N,0,CLUMP,,NA,d,1.8
STEESE,23_3,3,SALIX,0.56,80,N,0,CLUMP,,NA,d,1.8
STEESE,23_3,3,SALIX,0.56,75,N,0,CLUMP,,NA,d,1.8
STEESE,23_3,3,SALIX,0.79,70,N,0,CLUMP,END,NA,d,2
STEESE,23_3,3,POTR,0.48,80,N,0,IND,,0,d,1.8
STEESE,23_3,3,POTR,2.87,70,N,0,IND,,0,d,5.2
STEESE,23_3,3,POTR,1.5,80,N,0,IND,,0,d,2.6
STEESE,23_3,3,POTR,0.23,75,N,0,IND,,0,d,1.5
STEESE,23_3,3,POTR,1.5,90,N,0,IND,,0,d,2.4
STEESE,23_3,3,POTR,0.48,90,N,0,IND,,0,d,2
STEESE,23_3,3,SALIX,2.24,95,N,0,CLUMP,START,0,d,3
STEESE,23_3,3,SALIX,2.69,100,N,0,CLUMP,,NA,d,3.7
STEESE,23_3,3,SALIX,2.62,95,N,0,CLUMP,END,NA,d,3.7
STEESE,23_3,3,SALIX,2.62,60,N,0,IND,,0,d,3.7
STEESE,23_3,3,POTR,0.23,75,N,0,IND,,0,d,1.2
STEESE,23_3,3,POTR,0.97,60,N,0,IND,,0,d,2.1
STEESE,23_3,3,POTR,0.86,70,N,0,IND,,0,d,2.1
STEESE,23_3,3,POTR,0.71,75,N,0,IND,,0,d,2.1
STEESE,23_3,3,POTR,0.48,80,N,0,IND,,0,d,1.8
STEESE,23_3,3,ARCTO,1.12,90,N,0,CLUMP,START,0,d,2.4
STEESE,23_3,3,ARCTO,0.64,75,N,0,CLUMP,,NA,d,1.5
STEESE,23_3,3,ARCTO,0.23,50,N,0,CLUMP,,NA,d,1.4
STEESE,23_3,3,ARCTO,0.71,75,N,0,CLUMP,END,NA,d,1.5
STEESE,19_2,2,BENE,1.42,90,N,0,IND,,0,d,2.1
STEESE,19_2,2,BENE,1.5,90,N,0,IND,,0,d,2.7
STEESE,19_2,2,BENE,0.86,95,N,0,IND,,0,d,1.8
STEESE,19_2,2,PIME,0.86,100,N,0,IND,,0,c,1.7
STEESE,19_2,2,PIME,1.19,100,N,0,IND,,0,c,0.5
STEESE,19_2,2,PIME,0.48,80,N,0,IND,,0,c,0.2
STEESE,19_2,2,PIME,0.33,90,N,0,IND,,0,c,0.1
STEESE,19_2,2,PIME,0.08,100,N,0,IND,,0,c,0.1
STEESE,19_2,2,PIME,0.08,100,N,0,IND,,0,c,0
STEESE,19_2,2,PIME,0.41,100,N,0,IND,,0,c,0.2
STEESE,19_2,2,PIME,0.64,100,N,0,IND,,0,c,0.3
STEESE,19_2,2,PIME,0.23,80,N,0,IND,,0,c,0.1
STEESE,19_2,2,PIME,0.41,90,N,0,IND,,0,c,0.2
STEESE,19_2,2,PIME,0.79,100,N,0,IND,,0,c,0.3
STEESE,19_2,2,PIME,0.41,75,N,0,IND,,0,c,0.2
STEESE,19_2,2,PIME,0.56,95,N,0,IND,,0,c,0.2
STEESE,19_2,2,PIME,0.23,90,N,0,IND,,0,c,0.2
STEESE,19_2,2,PIME,0.15,80,N,0,IND,,0,c,0.1
STEESE,19_2,2,PIME,0.79,80,N,0,IND,,0,c,0.3
STEESE,19_2,2,PIME,0.97,80,N,0,IND,,0,c,0.6
STEESE,19_2,2,PIME,0.71,80,N,0,IND,,0,c,0.3
STEESE,19_2,2,PIME,0.41,90,N,0,IND,,0,c,0.2
STEESE,19_2,2,PIME,0.33,70,N,0,IND,,0,c,0.2
STEESE,19_2,2,PIME,0.64,90,N,0,IND,,0,c,0.2
STEESE,19_2,2,PIME,0.23,70,N,0,IND,,0,c,0.1
STEESE,19_2,2,PIME,0.41,80,N,0,IND,,0,c,0.2
STEESE,19_2,2,PIME,0.15,70,N,0,IND,,0,c,0.1
STEESE,19_2,2,PIME,0.33,80,N,0,IND,,0,c,0.2
STEESE,19_2,2,SALIX,0.41,95,N,0,IND,,0,d,1.7
STEESE,19_2,2,SALIX,0.41,15,N,0,IND,,0,d,1.7
STEESE,19_2,2,SALIX,0.41,15,N,0,IND,,0,d,1.7
STEESE,19_2,2,SALIX,0.33,70,N,0,IND,,0,d,1.7
STEESE,19_2,2,SALIX,0.48,95,N,0,IND,,0,d,1.7
STEESE,19_2,2,SALIX,0.48,100,N,0,CLUMP,START,0.17,d,0.3
STEESE,19_2,2,SALIX,0.56,95,H,0.09,CLUMP,,NA,d,0.3
STEESE,19_2,2,SALIX,0.15,95,N,0,CLUMP,,NA,d,0.2
STEESE,19_2,2,SALIX,0.48,95,N,0,CLUMP,,NA,d,0.5
STEESE,19_2,2,SALIX,0.41,95,N,0,CLUMP,,NA,d,0.5
STEESE,19_2,2,SALIX,1.98,0,N,0,CLUMP,,NA,d,0.6
STEESE,19_2,2,SALIX,1.19,0,H,0.09,CLUMP,,NA,d,0.6
STEESE,19_2,2,SALIX,0.23,95,N,0,CLUMP,,NA,d,0.2
STEESE,19_2,2,SALIX,0.33,90,N,0,CLUMP,,NA,d,0.3
STEESE,19_2,2,SALIX,0.48,95,N,0,CLUMP,,NA,d,0.5
STEESE,19_2,2,SALIX,0.33,95,N,0,CLUMP,,NA,d,0.3
STEESE,19_2,2,SALIX,0.23,95,N,0,CLUMP,END,NA,d,0.2
STEESE,19_2,2,SALIX,0.15,0,N,0,CLUMP,START,0,d,0.1
STEESE,19_2,2,SALIX,0.33,80,N,0,CLUMP,,NA,d,0.1
STEESE,19_2,2,SALIX,0.41,80,N,0,CLUMP,END,NA,d,0.2
STEESE,19_2,2,SALIX,0.41,80,N,0,IND,,0,d,0.3
STEESE,19_2,2,SALIX,0.64,95,N,0,IND,,0,d,0.9
STEESE,19_2,2,SALIX,0.48,70,N,0,IND,,0,d,0.3
STEESE,19_2,2,SALIX,0.08,90,N,0,IND,,0,d,0.1
STEESE,19_2,2,PIME,0.08,100,N,0,IND,,0,c,0.1
STEESE,19_2,2,PIME,0.08,100,N,0,IND,,0,c,0.1
STEESE,19_2,2,PIME,0.33,100,N,0,IND,,0,c,0.2
STEESE,19_2,2,PIME,0.15,100,N,0,IND,,0,c,0.1
STEESE,19_2,2,PIME,0.33,100,N,0,IND,,0,c,0.1
STEESE,19_2,2,PIME,0.33,90,N,0,IND,,0,c,0.2
STEESE,19_2,2,PIME,0.08,90,N,0,IND,,0,c,0
STEESE,19_2,2,PIME,0.08,100,N,0,IND,,0,c,0
STEESE,19_2,2,PIME,0.08,100,N,0,IND,,0,c,0.1
STEESE,19_2,2,PIME,0.08,100,N,0,IND,,0,c,0.1
STEESE,19_2,2,PIME,0.15,100,N,0,IND,,0,c,0.1
STEESE,19_2,2,PIME,0.33,70,N,0,IND,,0,c,0.1
STEESE,19_2,2,PIME,0.33,80,N,0,IND,,0,c,0.2
STEESE,19_2,2,PIME,0.08,100,N,0,IND,,0,c,0
STEESE,19_2,2,PIME,0.08,100,N,0,IND,,0,c,0
STEESE,19_2,2,PIME,0.33,100,N,0,IND,,0,c,0.2
STEESE,19_2,2,PIME,0.33,70,N,0,IND,,0,c,0.1
STEESE,19_2,2,PIME,0.33,70,N,0,IND,,0,c,0.2
STEESE,19_2,2,PIME,0.08,100,N,0,IND,,0,c,0.1
STEESE,19_2,2,PIME,0.08,100,N,0,IND,,0,c,0.1
STEESE,19_2,2,PIME,0.08,100,N,0,IND,,0,c,0.1
STEESE,19_2,2,PIME,0.64,70,N,0,IND,,0,c,0.3
STEESE,19_2,2,PIME,0.08,70,N,0,IND,,0,c,0.1
STEESE,19_2,2,PIME,0.23,100,N,0,IND,,0,c,0.1
STEESE,19_2,2,PIME,0.33,70,N,0,IND,,0,c,0.2
STEESE,19_2,2,PIME,0.41,100,N,0,IND,,0,c,0.1
STEESE,19_2,2,PIME,0.23,100,N,0,IND,,0,c,0.1
STEESE,19_2,2,SALIX,0.79,70,N,0,IND,,0,d,0.1
STEESE,19_2,2,SALIX,0.41,90,N,0,IND,,0,d,2
STEESE,19_2,2,SALIX,0.08,50,N,0,IND,,0,d,0.1
STEESE,19_2,2,SALIX,0.33,100,N,0,IND,,0,d,0.1
STEESE,19_2,2,PIME,0.15,100,N,0,IND,,0,c,0
STEESE,19_2,2,SALIX,0.33,90,N,0,CLUMP,START,0,d,0.3
STEESE,19_2,2,SALIX,0.64,0,N,0,CLUMP,,NA,d,0.3
STEESE,19_2,2,SALIX,0.15,95,N,0,CLUMP,,NA,d,0.2
STEESE,19_2,2,SALIX,0.15,100,N,0,CLUMP,,NA,d,0.1
STEESE,19_2,2,SALIX,0.08,80,N,0,CLUMP,,NA,d,0.1
STEESE,19_2,2,SALIX,0.23,70,N,0,CLUMP,END,NA,d,0.2
STEESE,19_2,2,SALIX,0.15,70,N,0,IND,,0,d,0.2
STEESE,19_2,2,SALIX,0.48,95,N,0,IND,,0,d,0.3
STEESE,19_2,2,SALIX,0.33,95,N,0,IND,,0,d,0.3
STEESE,19_2,2,SALIX,0.71,95,N,0,IND,,0,d,1.2
STEESE,19_2,2,SALIX,0.79,100,N,0,IND,,0,d,0.9
STEESE,19_2,2,SALIX,0.97,95,N,0,IND,,0,d,0.9
STEESE,19_2,2,SALIX,0.48,95,N,0,IND,,0,d,0.5
STEESE,19_2,2,SALIX,0.79,90,N,0,IND,,0,d,0.6
STEESE,19_2,2,SALIX,0.23,80,N,0,IND,,0,d,0.3
STEESE,19_2,2,SALIX,0.15,100,N,0,IND,,0,d,0.1
STEESE,19_2,2,SALIX,0.71,80,N,0,CLUMP,START,0,d,0.3
STEESE,19_2,2,SALIX,0.64,70,N,0,CLUMP,END,NA,d,0.3
STEESE,19_2,2,SALIX,0.48,0,N,0,IND,,0,d,0.3
STEESE,19_2,2,SALIX,0.48,50,N,0,CLUMP,START,0,d,0.3
STEESE,19_2,2,SALIX,0.33,0,N,0,CLUMP,END,NA,d,0.2
STEESE,19_2,2,SALIX,0.41,95,N,0,IND,,0,d,0.2
STEESE,19_2,2,SALIX,0.33,0,N,0,IND,,0,d,0.3
STEESE,19_2,2,SALIX,0.15,100,N,0,IND,,0,d,0
STEESE,19_2,2,SALIX,0.23,70,N,0,IND,,0,d,0.1
STEESE,19_2,2,SALIX,0.15,95,N,0,CLUMP,START,0,d,0.2
STEESE,19_2,2,SALIX,0.15,0,N,0,CLUMP,END,NA,d,0.2
STEESE,19_2,2,SALIX,0.15,95,N,0,IND,,0,d,0.1
STEESE,19_2,2,SALIX,0.33,0,N,0,CLUMP,START,0,d,0.2
STEESE,19_2,2,SALIX,0.33,70,N,0,CLUMP,END,NA,d,0.2
STEESE,19_2,2,SALIX,0.33,80,N,0,CLUMP,START,0,d,0.2
STEESE,19_2,2,SALIX,0.33,0,N,0,CLUMP,END,NA,d,0.2
STEESE,19_2,2,SALIX,0.79,60,N,0,IND,,0,d,0.9
STEESE,19_2,2,SALIX,0.48,70,N,0,IND,,0,d,0.3
STEESE,19_2,2,SALIX,0.48,80,N,0,IND,,0,d,0.3
STEESE,19_2,2,SALIX,0.33,80,N,0,CLUMP,START,0,d,0.3
STEESE,19_2,2,SALIX,0.48,0,N,0,CLUMP,END,NA,d,0.3
STEESE,19_2,2,SALIX,0.15,60,N,0,IND,,0,d,0.1
STEESE,19_2,2,SALIX,0.33,60,N,0,IND,,0,d,0.2
STEESE,19_2,2,SALIX,0.23,50,N,0,CLUMP,START,0,d,0.1
STEESE,19_2,2,SALIX,0.15,0,N,0,CLUMP,END,NA,d,0.1
STEESE,19_2,2,SALIX,0.64,95,N,0,IND,,0,d,0.6
STEESE,19_2,2,SALIX,0.33,90,N,0,IND,,0,d,0.6
STEESE,19_2,2,SALIX,0.41,90,N,0,CLUMP,START,0,d,0.3
STEESE,19_2,2,SALIX,0.33,90,N,0,CLUMP,END,NA,d,0.3
STEESE,19_2,2,SALIX,0.97,90,N,0,IND,,0,d,0.6
STEESE,19_2,2,SALIX,0.33,100,N,0,CLUMP,START,0,d,0.2
STEESE,19_2,2,SALIX,0.33,100,N,0,CLUMP,,NA,d,0.3
STEESE,19_2,2,SALIX,0.41,0,N,0,CLUMP,,NA,d,0.3
STEESE,19_2,2,SALIX,0.23,100,N,0,CLUMP,END,NA,d,0.2
STEESE,19_2,2,SALIX,0.56,90,N,0,CLUMP,START,0,d,0.3
STEESE,19_2,2,SALIX,0.64,100,N,0,CLUMP,,NA,d,0.6
STEESE,19_2,2,SALIX,0.64,100,N,0,CLUMP,,NA,d,0.6
STEESE,19_2,2,SALIX,0.15,90,N,0,CLUMP,,NA,d,0.1
STEESE,19_2,2,SALIX,0.48,80,N,0,CLUMP,END,NA,d,0.4
STEESE,19_2,2,SALIX,0.41,80,N,0,IND,,0,d,0.3
STEESE,19_2,2,PIME,0.15,100,N,0,IND,,0,c,0.1
STEESE,19_2,2,PIME,0.15,100,N,0,IND,,0,c,0.1
STEESE,19_2,2,PIME,0.15,70,N,0,IND,,0,c,0.1
STEESE,19_2,2,PIME,0.79,80,N,0,IND,,0,c,0.9
STEESE,19_2,2,PIME,0.15,100,N,0,IND,,0,c,0.1
STEESE,19_2,2,PIME,0.41,100,N,0,IND,,0,c,0.3
STEESE,19_2,2,PIME,0.41,100,N,0,IND,,0,c,0.1
STEESE,19_2,2,PIME,0.23,80,N,0,IND,,0,c,0.1
STEESE,19_2,2,PIME,0.15,100,N,0,IND,,0,c,0.1
STEESE,19_2,2,PIME,0.15,100,N,0,IND,,0,c,0.1
STEESE,19_2,2,PIME,0.33,100,N,0,IND,,0,c,0.2
STEESE,19_2,2,PIME,0.23,100,N,0,IND,,0,c,0.1
STEESE,19_2,2,PIME,0.48,100,N,0,IND,,0,c,0.3
STEESE,19_2,2,PIME,0.71,100,N,0,IND,,0,c,0.5
STEESE,19_2,2,PIME,0.33,100,N,0,IND,,0,c,0.1
STEESE,19_2,2,PIME,0.15,100,N,0,IND,,0,c,0.1
STEESE,19_2,2,PIME,0.15,100,N,0,IND,,0,c,0.1
STEESE,19_2,2,PIME,0.23,100,N,0,IND,,0,c,0.1
STEESE,19_2,2,PIME,0.08,100,N,0,IND,,0,c,0
STEESE,19_2,2,PIME,0.33,100,N,0,IND,,0,c,0.1
STEESE,19_2,2,PIME,0.56,100,N,0,IND,,0,c,0.3
STEESE,19_2,2,PIME,0.41,75,N,0,IND,,0,c,0.2
STEESE,19_2,2,PIME,0.86,75,N,0,IND,,0,c,0.5
STEESE,19_2,2,PIME,0.64,100,N,0,IND,,0,c,0.3
STEESE,19_2,2,PIME,0.64,80,N,0,IND,,0,c,0.3
STEESE,19_2,2,PIME,0.41,100,N,0,IND,,0,c,0.2
STEESE,19_2,2,PIME,0.33,100,N,0,IND,,0,c,0.1
STEESE,19_2,2,PIME,0.64,100,N,0,IND,,0,c,0.3
STEESE,19_2,2,SALIX,1.04,50,N,0,IND,,0,d,0.6
STEESE,19_2,2,SALIX,0.86,50,N,0,CLUMP,START,0,d,0.6
STEESE,19_2,2,SALIX,0.71,50,N,0,CLUMP,END,NA,d,0.6
STEESE,19_2,2,SALIX,0.71,50,N,0,IND,,0,d,0.6
STEESE,19_2,2,SALIX,0.56,50,N,0,IND,,0,d,0.4
STEESE,19_2,2,SALIX,0.56,75,N,0,CLUMP,START,0,d,0.3
