SITE,PLOT,TREAT,SPP,DBH_CM,CANOPY,B_TYPE,MAX_B_WIDTH,STEM_TYPE,CLUMP_TYPE,BROW_INDEX,DIV,HEIGHT_M
DALTON,32_2,2,SALIX,1.91,60,H,0.28,CLUMP,START,0.83,d,0.9
DALTON,32_2,2,SALIX,1.42,50,H,0.22,CLUMP,,NA,d,2.4
DALTON,32_2,2,SALIX,0.79,0,N,0,CLUMP,,NA,d,1.8
DALTON,32_2,2,SALIX,2.24,45,H,0.22,CLUMP,,NA,d,1.2
DALTON,32_2,2,SALIX,1.27,0,H,0.22,CLUMP,,NA,d,1.1
DALTON,32_2,2,SALIX,1.91,0,H,0.25,CLUMP,END,NA,d,0.9
DALTON,32_2,2,PIME,1.91,0,N,0,IND,,0,c,0.6
DALTON,32_2,2,PIME,1.91,0,H,0.5,IND,,0,c,0.6
DALTON,32_2,2,SALIX,1.35,90,H,0.19,CLUMP,START,1,d,0.9
DALTON,32_2,2,SALIX,0.97,80,H,0.16,CLUMP,END,NA,d,0.5
DALTON,32_2,2,SALIX,0.64,15,H,0.13,CLUMP,START,1,d,0.3
DALTON,32_2,2,SALIX,1.5,10,H,0.28,CLUMP,END,NA,d,0.9
DALTON,32_2,2,PIME,2.87,0,N,0,IND,,0,c,2
DALTON,32_2,2,PIME,2.24,0,N,0,IND,,0,c,0.9
DALTON,32_2,2,PIME,1.6,0,N,0,IND,,0,c,0.9
DALTON,32_2,2,PIME,1.27,0,N,0,IND,,0,c,0.6
DALTON,32_2,2,PIME,1.27,0,N,0,IND,,0,c,0.6
DALTON,32_2,2,PIME,2.54,0,N,0,IND,,0,c,0.9
DALTON,32_2,2,SALIX,2.31,80,H,0.28,CLUMP,START,1,d,1.4
DALTON,32_2,2,SALIX,1.6,80,H,0.19,CLUMP,,NA,d,0.9
DALTON,32_2,2,SALIX,1.27,0,H,0.19,CLUMP,,NA,d,0.8
DALTON,32_2,2,SALIX,1.91,90,H,0.16,CLUMP,,NA,d,2.4
DALTON,32_2,2,SALIX,0.64,95,H,0.09,CLUMP,,NA,d,1.8
DALTON,32_2,2,SALIX,1.12,0,H,0.13,CLUMP,END,NA,d,1.8
DALTON,32_2,2,PIME,0.86,100,N,0,IND,,0,c,0.3
DALTON,32_2,2,SALIX,1.91,90,H,0.22,CLUMP,START,0.8,d,0.9
DALTON,32_2,2,SALIX,1.12,0,H,0.19,CLUMP,,NA,d,0.9
DALTON,32_2,2,SALIX,0.71,90,H,0.13,CLUMP,,NA,d,0.6
DALTON,32_2,2,SALIX,0.23,100,N,0,CLUMP,,NA,d,0.3
DALTON,32_2,2,SALIX,0.41,50,H,0.06,CLUMP,END,NA,d,0.2
DALTON,32_2,2,SALIX,2.54,40,H,0.13,IND,,NA,d,2.7
DALTON,32_2,2,PIME,1.19,0,N,0,IND,,0,c,0.6
DALTON,32_2,2,PIME,1.5,0,N,0,IND,,0,c,0.6
DALTON,32_2,2,PIME,1.6,0,N,0,IND,,0,c,0.6
DALTON,32_2,2,PIME,0.97,0,N,0,IND,,0,c,0.3
DALTON,32_2,2,PIME,1.27,0,N,0,IND,,0,c,0.6
DALTON,32_2,2,PIME,2.54,0,H,0.22,IND,,NA,c,1.7
DALTON,32_2,2,PIME,1.04,0,N,0,IND,,0,c,1.5
DALTON,32_2,2,PIME,0.71,0,N,0,IND,,0,c,1.5
DALTON,32_2,2,PIME,1.91,0,N,0,IND,,0,c,1.1
DALTON,32_2,2,PIME,1.91,0,N,0,IND,,0,c,3
DALTON,32_2,2,SALIX,1.91,0,H,0.38,CLUMP,START,1,d,0.9
DALTON,32_2,2,SALIX,0.97,0,H,0.25,CLUMP,,NA,d,0.5
DALTON,32_2,2,SALIX,1.91,0,B,0.38,CLUMP,,NA,d,2.7
DALTON,32_2,2,SALIX,1.91,0,H,0.38,CLUMP,END,NA,d,1.2
DALTON,32_2,2,BENE,2.62,0,H,0.44,CLUMP,START,0.5,d,0.9
DALTON,32_2,2,BENE,2.13,100,N,0,CLUMP,,NA,d,3
DALTON,32_2,2,BENE,1.6,90,H,0.25,CLUMP,,NA,d,3
DALTON,32_2,2,BENE,0.97,100,N,0,CLUMP,END,NA,d,2.6
DALTON,32_2,2,PIME,2.13,0,N,0,IND,,0,c,0.9
DALTON,32_2,2,PIME,1.91,0,N,0,IND,,0,c,1.2
DALTON,32_2,2,BENE,2.69,0,H,0.22,IND,,NA,d,1.1
DALTON,32_2,2,BENE,3.02,0,H,0.09,IND,,NA,d,0.9
DALTON,32_2,2,BENE,1.19,80,H,0.19,IND,,NA,d,3
DALTON,32_2,2,PIME,1.27,0,N,0,IND,,0,c,1.7
DALTON,32_2,2,BENE,0.86,70,H,0.16,IND,,NA,d,2.4
DALTON,32_2,2,PIME,0.97,0,N,0,IND,,0,c,1.7
DALTON,32_2,2,BENE,1.83,0,M,0.72,IND,,NA,d,1.8
DALTON,32_2,2,PIME,2.54,0,N,0,IND,,0,c,1.5
DALTON,32_2,2,PIME,1.91,0,N,0,IND,,0,c,1.8
DALTON,32_2,2,PIME,1.91,0,M,0.5,IND,,NA,c,2.3
DALTON,32_2,2,PIME,1.91,0,M,0.5,IND,,NA,c,1.8
DALTON,32_2,2,SALIX,0.71,70,H,0.16,CLUMP,START,1,d,0.9
DALTON,32_2,2,SALIX,0.71,50,H,0.13,CLUMP,,NA,d,0.3
DALTON,32_2,2,SALIX,0.64,50,H,0.16,CLUMP,END,NA,d,0.6
DALTON,32_2,2,BENE,1.91,90,H,0.25,CLUMP,START,1,d,3
DALTON,32_2,2,BENE,4.14,100,H,0.13,CLUMP,,NA,d,5.5
DALTON,32_2,2,BENE,5.08,100,H,0.25,CLUMP,,NA,d,4.9
DALTON,32_2,2,BENE,3.17,100,H,0.38,CLUMP,END,NA,d,3.7
DALTON,32_2,2,BENE,1.19,30,H,0.09,IND,,NA,d,0.6
DALTON,32_2,2,BENE,3.66,0,N,0,CLUMP,START,0,d,0.8
DALTON,32_2,2,BENE,2.13,90,N,0,CLUMP,END,NA,d,4.9
DALTON,32_2,2,BENE,1.98,90,H,0.28,IND,,NA,d,5.2
DALTON,32_2,2,BENE,1.27,60,H,0.31,IND,,NA,d,0.9
DALTON,32_2,2,BENE,10.5,0,N,0,IND,,0,d,1.1
DALTON,32_2,2,BENE,10,0,N,0,IND,,0,d,2.4
DALTON,32_2,2,SALIX,1.42,75,H,0.19,CLUMP,START,0.36,d,1.2
DALTON,32_2,2,SALIX,1.19,0,N,0,CLUMP,,NA,d,1.2
DALTON,32_2,2,SALIX,1.19,0,N,0,CLUMP,,NA,d,0.9
DALTON,32_2,2,SALIX,0.43,30,H,0.25,CLUMP,,NA,d,1.5
DALTON,32_2,2,SALIX,1.09,0,N,0,CLUMP,,NA,d,1.5
DALTON,32_2,2,SALIX,1.6,0,H,0.16,CLUMP,,NA,d,1.2
DALTON,32_2,2,SALIX,1.7,5,N,0,CLUMP,,NA,d,1.2
DALTON,32_2,2,SALIX,1.7,0,H,0.16,CLUMP,,NA,d,1.2
DALTON,32_2,2,SALIX,0.48,5,H,0.16,CLUMP,,NA,d,2.1
DALTON,32_2,2,SALIX,0.23,5,N,0,CLUMP,,NA,d,1.5
DALTON,32_2,2,SALIX,0.23,15,N,0,CLUMP,,NA,d,1.8
DALTON,32_2,2,SALIX,1.27,40,N,0,CLUMP,,NA,d,1.2
DALTON,32_2,2,SALIX,0.41,100,N,0,CLUMP,,NA,d,0.6
DALTON,32_2,2,SALIX,1.19,0,H,0.22,CLUMP,,NA,d,0.9
DALTON,32_2,2,SALIX,0.97,0,N,0,CLUMP,,NA,d,1.2
DALTON,32_2,2,SALIX,0.48,0,N,0,CLUMP,,NA,d,1.8
DALTON,32_2,2,SALIX,0.23,0,N,0,CLUMP,,NA,d,1.5
DALTON,32_2,2,SALIX,0.41,0,B,0.09,CLUMP,,NA,d,1.8
DALTON,32_2,2,SALIX,0.41,0,H,0.19,CLUMP,,NA,d,1.8
DALTON,32_2,2,SALIX,0.23,100,N,0,CLUMP,,NA,d,0.3
DALTON,32_2,2,SALIX,0.33,0,N,0,CLUMP,,NA,d,1.5
DALTON,32_2,2,SALIX,0.41,5,N,0,CLUMP,,NA,d,1.8
DALTON,32_2,2,SALIX,1.04,5,N,0,CLUMP,,NA,d,1.2
DALTON,32_2,2,SALIX,0.48,10,H,0.09,CLUMP,,NA,d,1.8
DALTON,32_2,2,SALIX,0.33,0,N,0,CLUMP,,NA,d,1.5
DALTON,32_2,2,SALIX,0.97,0,N,0,CLUMP,,NA,d,1.2
DALTON,32_2,2,SALIX,0.33,0,N,0,CLUMP,,NA,d,1.8
DALTON,32_2,2,SALIX,0.23,0,N,0,CLUMP,,NA,d,1.5
DALTON,32_2,2,SALIX,0.97,0,N,0,CLUMP,,NA,d,0.9
DALTON,32_2,2,SALIX,0.97,0,H,0.09,CLUMP,,NA,d,1.8
DALTON,32_2,2,SALIX,1.68,50,H,0.13,CLUMP,,NA,d,0.9
DALTON,32_2,2,SALIX,0.48,0,N,0,CLUMP,,NA,d,0.5
DALTON,32_2,2,SALIX,0.48,0,N,0,CLUMP,,NA,d,0.3
DALTON,32_2,2,SALIX,0.86,40,N,0,CLUMP,,NA,d,0.9
DALTON,32_2,2,SALIX,0.64,0,N,0,CLUMP,,NA,d,0.9
DALTON,32_2,2,SALIX,0.71,15,N,0,CLUMP,,NA,d,1.2
DALTON,32_2,2,SALIX,1.5,5,H,0.09,CLUMP,,NA,d,1.2
DALTON,32_2,2,SALIX,0.41,60,H,0.09,CLUMP,,NA,d,0.5
DALTON,32_2,2,SALIX,2.24,0,N,0,CLUMP,,NA,d,0.5
DALTON,32_2,2,SALIX,0.97,0,N,0,CLUMP,,NA,d,0.9
DALTON,32_2,2,SALIX,0.48,100,N,0,CLUMP,,NA,d,0.6
DALTON,32_2,2,SALIX,1.27,80,H,0.19,CLUMP,END,NA,d,1.2
DALTON,32_2,2,BENE,1.75,0,H,0.31,CLUMP,START,0.75,d,0.9
DALTON,32_2,2,BENE,2.13,10,H,0.19,CLUMP,,NA,d,1.4
DALTON,32_2,2,BENE,0.97,0,N,0,CLUMP,,NA,d,1.2
DALTON,32_2,2,BENE,1.6,90,H,0.25,CLUMP,END,NA,d,3.7
DALTON,32_2,2,BENE,1.35,80,H,0.19,IND,,NA,d,2.4
DALTON,32_2,2,BENE,1.91,70,N,0,CLUMP,START,0.75,d,3.7
DALTON,32_2,2,BENE,3.17,90,H,0.25,CLUMP,,NA,d,4.3
DALTON,32_2,2,BENE,1.6,80,H,0.13,CLUMP,,NA,d,2.4
DALTON,32_2,2,BENE,3.17,70,H,0.13,CLUMP,END,NA,d,4.9
DALTON,32_2,2,BENE,1.42,90,H,0.31,IND,,NA,d,3
DALTON,32_2,2,BENE,0.79,80,H,0.16,IND,,NA,d,1.8
DALTON,32_2,2,BENE,1.12,80,H,0.19,CLUMP,START,1,d,2.7
DALTON,32_2,2,BENE,2.24,0,H,0.25,CLUMP,END,NA,d,0.9
DALTON,32_2,2,BENE,1.27,90,H,0.19,IND,,NA,d,3
DALTON,32_2,2,PIME,2.24,0,N,0,IND,,0,c,1.2
DALTON,32_2,2,PIME,2.54,0,N,0,IND,,0,c,2
DALTON,32_2,2,PIME,1.6,0,N,0,IND,,0,c,1.9
DALTON,32_2,2,PIME,1.19,0,N,0,IND,,0,c,0.6
DALTON,32_2,2,PIME,1.42,0,N,0,IND,,0,c,0.8
DALTON,32_2,2,PIME,1.6,0,N,0,IND,,0,c,0.9
DALTON,32_2,2,PIME,1.6,0,N,0,IND,,0,c,0.9
DALTON,32_2,2,PIME,2.13,0,N,0,IND,,0,c,1.1
DALTON,32_2,2,PIME,1.27,0,N,0,IND,,0,c,0.6
DALTON,32_2,2,PIME,1.04,0,N,0,IND,,0,c,0.5
DALTON,32_2,2,PIME,0.97,0,N,0,IND,,0,c,0.4
DALTON,32_2,2,PIME,1.04,0,N,0,IND,,0,c,0.3
DALTON,32_2,2,PIME,0.64,0,N,0,IND,,0,c,0.2
DALTON,32_2,2,PIME,0.64,0,N,0,IND,,0,c,0.3
DALTON,32_2,2,BENE,3.66,0,N,0,IND,,0,d,1.1
DALTON,32_2,2,BENE,3.66,90,N,0,IND,,0,d,2.1
DALTON,32_2,2,BENE,0.79,95,H,0.19,IND,,NA,d,3.7
DALTON,32_2,2,BENE,2.24,90,H,0.25,IND,,NA,d,3.4
DALTON,32_2,2,BENE,1.5,70,H,0.19,IND,,NA,d,2.6
DALTON,32_2,2,BENE,0.71,50,H,0.25,IND,,NA,d,2
DALTON,32_2,2,PIME,0.79,0,N,0,IND,,0,c,0.5
DALTON,32_2,2,SALIX,1.42,90,H,0.13,IND,,NA,d,0.9
DALTON,32_2,2,PIME,1.04,0,N,0,IND,,0,c,0.6
DALTON,32_2,2,BENE,2.62,95,H,0.19,CLUMP,START,0.33,d,3
DALTON,32_2,2,BENE,2.06,100,N,0,CLUMP,,NA,d,3
DALTON,32_2,2,BENE,1.19,100,N,0,CLUMP,END,NA,d,2.4
DALTON,32_2,2,PIME,1.27,0,N,0,IND,,0,c,2.1
DALTON,32_2,2,BENE,1.04,80,H,0.16,IND,,NA,d,2.4
DALTON,32_2,2,BENE,1.12,50,N,0,IND,,0,d,0.9
DALTON,32_2,2,BENE,1.68,50,M,0.47,IND,,NA,d,2.4
DALTON,32_2,2,PIME,0.86,0,N,0,IND,,0,c,1.7
DALTON,32_2,2,PIME,1.91,0,N,0,IND,,0,c,0.6
DALTON,32_2,2,PIME,1.04,0,N,0,IND,,0,c,0.5
DALTON,32_2,2,PIME,1.91,0,N,0,IND,,0,c,1.2
DALTON,32_2,2,PIME,1.91,0,N,0,IND,,0,c,2
DALTON,32_2,2,BENE,0.97,50,H,0.13,IND,,NA,d,2
DALTON,32_2,2,SALIX,0.71,100,N,0,IND,,0,d,0.9
DALTON,32_2,2,BENE,1.19,0,H,0.22,IND,,NA,d,1.1
DALTON,32_2,2,BENE,1.68,0,H,0.22,IND,,NA,d,1.1
DALTON,32_2,2,PIME,2.06,0,N,0,IND,,0,c,1.8
DALTON,32_2,2,SALIX,1.68,50,H,0.34,IND,,NA,d,1.1
DALTON,32_2,2,PIME,1.68,0,N,0,IND,,0,c,1.1
DALTON,32_2,2,SALIX,1.04,0,H,0.16,CLUMP,START,1,d,1.1
DALTON,32_2,2,SALIX,1.91,20,H,0.31,CLUMP,END,NA,d,2
DALTON,32_2,2,BENE,1.6,70,H,0.13,CLUMP,START,0.4,d,3.4
DALTON,32_2,2,BENE,1.68,85,N,0,CLUMP,,NA,d,2.7
DALTON,32_2,2,BENE,1.68,60,N,0,CLUMP,,NA,d,2.7
DALTON,32_2,2,BENE,1.5,25,H,0.38,CLUMP,,NA,d,1.2
DALTON,32_2,2,BENE,1.35,0,N,0,CLUMP,END,NA,d,1.8
DALTON,32_2,2,BENE,1.35,50,H,0.25,CLUMP,START,1,d,2.1
DALTON,32_2,2,BENE,2.54,70,H,0.25,CLUMP,,NA,d,4.6
DALTON,32_2,2,BENE,2.87,50,H,0.13,CLUMP,,NA,d,6.1
DALTON,32_2,2,BENE,1.6,65,H,0.13,CLUMP,,NA,d,2.1
DALTON,32_2,2,BENE,1.42,75,H,0.16,CLUMP,,NA,d,2
DALTON,32_2,2,BENE,1.04,92,H,0.25,CLUMP,,NA,d,1.9
DALTON,32_2,2,BENE,1.27,15,H,0.25,CLUMP,,NA,d,1.5
DALTON,32_2,2,BENE,0.97,10,H,0.38,CLUMP,END,NA,d,1.8
DALTON,32_2,2,PIME,1.04,0,N,0,IND,,0,c,0.8
DALTON,32_2,2,PIME,1.5,0,N,0,CLUMP,START,0,c,1
DALTON,32_2,2,PIME,1.04,0,N,0,CLUMP,END,NA,c,0.8
DALTON,32_2,2,PIME,2.54,0,N,0,IND,,0,c,1.1
DALTON,32_2,2,PIME,2.46,0,N,0,IND,,0,c,0.9
DALTON,32_2,2,PIME,1.68,0,N,0,IND,,0,c,2.1
DALTON,32_2,2,PIME,0.48,0,N,0,IND,,0,c,1.7
DALTON,32_2,2,PIME,1.27,0,N,0,IND,,0,c,2
DALTON,32_2,2,PIME,0.48,0,N,0,IND,,0,c,1.7
DALTON,32_2,2,PIME,1.91,0,N,0,IND,,0,c,0.9
DALTON,32_2,2,BENE,2.39,90,H,0.28,CLUMP,START,1,d,3
DALTON,32_2,2,BENE,2.62,0,H,0.28,CLUMP,END,NA,d,1.2
DALTON,32_2,2,SALIX,1.75,100,N,0,IND,,0,d,0.6
DALTON,32_2,2,SALIX,2.46,0,H,0,IND,,0.23,d,1.1
DALTON,32_2,2,SALIX,1.04,0,H,0,IND,,0.11,d,0.6
DALTON,32_2,2,SALIX,1.98,50,H,0.31,CLUMP,START,0.63,d,0.9
DALTON,32_2,2,SALIX,0.71,100,N,0,CLUMP,,NA,d,0.5
DALTON,32_2,2,SALIX,1.12,0,H,0.16,CLUMP,,NA,d,0.9
DALTON,32_2,2,SALIX,0.71,0,N,0,CLUMP,,NA,d,0.6
DALTON,32_2,2,SALIX,0.41,100,N,0,CLUMP,,NA,d,0.3
DALTON,32_2,2,SALIX,0.64,100,N,0,CLUMP,,NA,d,0.6
DALTON,32_2,2,SALIX,0.71,90,H,0.25,CLUMP,,NA,d,1.8
DALTON,32_2,2,SALIX,1.35,0,H,0.28,CLUMP,,NA,d,1.8
DALTON,32_2,2,SALIX,1.04,0,H,0.38,CLUMP,,NA,d,1.5
DALTON,32_2,2,SALIX,2.13,0,H,0.25,CLUMP,,NA,d,1.2
DALTON,32_2,2,SALIX,0.71,0,N,0,CLUMP,,NA,d,1.2
DALTON,32_2,2,SALIX,1.27,50,H,0.16,CLUMP,,NA,d,1.1
DALTON,32_2,2,SALIX,2.39,0,H,0.19,CLUMP,,NA,d,1.2
DALTON,32_2,2,SALIX,2.46,50,H,0.34,CLUMP,,NA,d,2.1
DALTON,32_2,2,SALIX,0.97,10,H,0.19,CLUMP,,NA,d,1.7
DALTON,32_2,2,SALIX,0.97,0,N,0,CLUMP,END,NA,d,1.5
DALTON,32_2,2,BENE,0.97,0,H,0,IND,,0.16,d,2.6
DALTON,32_2,2,BENE,2.87,95,H,0.25,CLUMP,START,0.5,d,3.7
DALTON,32_2,2,BENE,3.51,90,N,0,CLUMP,,NA,d,3.7
DALTON,32_2,2,BENE,2.87,70,H,0.28,CLUMP,,NA,d,3.7
DALTON,32_2,2,BENE,8,0,N,0,CLUMP,END,NA,d,1.8
DALTON,32_2,2,BENE,1.42,0,N,0,IND,,0,d,1.1
DALTON,32_2,2,PIME,2.62,0,N,0,IND,,0,c,1.2
DALTON,32_2,2,PIME,2.39,0,N,0,IND,,0,c,0.9
DALTON,32_2,2,PIME,1.91,0,N,0,IND,,0,c,2.1
DALTON,32_2,2,PIME,1.27,0,N,0,IND,,0,c,1.2
DALTON,32_2,2,PIME,0.41,0,N,0,IND,,0,c,1.5
DALTON,32_2,2,PIME,1.04,0,N,0,IND,,0,c,1.5
DALTON,32_2,2,PIME,1.83,0,N,0,IND,,0,c,0.9
DALTON,32_2,2,POTR,1.04,50,B,0.44,CLUMP,START,1,d,2
DALTON,32_2,2,POTR,1.6,90,B,0.31,CLUMP,,NA,d,2.6
DALTON,32_2,2,POTR,1.5,90,H,0.13,CLUMP,END,NA,d,0.9
DALTON,32_2,2,BENE,2.31,0,H,0.31,CLUMP,START,0.5,d,0.8
DALTON,32_2,2,BENE,2.31,100,N,0,CLUMP,END,NA,d,3.5
DALTON,32_2,2,BENE,1.12,70,H,0.13,CLUMP,START,0.25,d,2.4
DALTON,32_2,2,BENE,1.19,40,N,0,CLUMP,,NA,d,1.4
DALTON,32_2,2,BENE,1.5,0,N,0,CLUMP,,NA,d,1.1
DALTON,32_2,2,BENE,1.12,50,N,0,CLUMP,END,NA,d,0.9
DALTON,32_2,2,SALIX,1.12,60,H,0.22,IND,,0,d,1.2
DALTON,32_2,2,BENE,1.75,70,H,0.28,CLUMP,START,1,d,2.4
DALTON,32_2,2,BENE,1.68,70,H,0.13,CLUMP,,NA,d,2.1
DALTON,32_2,2,BENE,1.75,70,H,0.16,CLUMP,END,NA,d,2.1
DALTON,32_2,2,BENE,5.72,100,H,0.28,IND,,NA,d,4.3
DALTON,32_2,2,BENE,2.46,100,H,0.47,IND,,NA,d,3
DALTON,32_2,2,PIME,1.04,0,N,0,IND,,0,c,0.8
DALTON,32_2,2,PIME,0.71,0,N,0,IND,,0,c,0.6
DALTON,32_2,2,BENE,1.5,0,H,0.22,IND,,NA,d,1.4
DALTON,32_2,2,PIME,1.5,0,N,0,IND,,0,c,0.9
DALTON,32_2,2,PIME,1.68,0,N,0,IND,,0,c,1.5
DALTON,32_2,2,BENE,0.79,0,H,0.09,IND,,NA,d,0.9
DALTON,32_2,2,PIME,1.04,0,N,0,IND,,0,c,1.2
DALTON,32_2,2,BENE,0.64,30,H,0.13,IND,,NA,d,0.3
DALTON,32_2,2,PIME,1.91,0,N,0,IND,,0,c,1.2
DALTON,32_2,2,PIME,1.12,0,N,0,IND,,0,c,1.2
DALTON,32_2,2,BENE,2.62,40,H,0.22,IND,,NA,d,1.2
DALTON,32_2,2,SALIX,1.6,20,H,0.25,CLUMP,START,0.67,d,2
DALTON,32_2,2,SALIX,1.42,0,N,0,CLUMP,,NA,d,0.9
DALTON,32_2,2,SALIX,1.27,50,H,0.25,CLUMP,END,NA,d,0.9
DALTON,32_2,2,SALIX,0.71,75,H,0.09,CLUMP,START,1,d,0.2
DALTON,32_2,2,SALIX,0.86,0,H,0.22,CLUMP,,NA,d,0.3
DALTON,32_2,2,SALIX,1.27,50,H,0.22,CLUMP,END,NA,d,0.6
DALTON,32_2,2,PIME,1.12,50,N,0,IND,,0,c,1.4
DALTON,32_2,2,BENE,1.83,80,M,0.19,CLUMP,START,0.8,d,3
DALTON,32_2,2,BENE,2.31,90,M,0.72,CLUMP,,NA,d,3.7
DALTON,32_2,2,BENE,1.27,70,B,0.16,CLUMP,,NA,d,2.1
DALTON,32_2,2,BENE,1.6,90,B,0.56,CLUMP,,NA,d,3.7
DALTON,32_2,2,BENE,3.51,0,N,0,CLUMP,END,NA,d,1.2
DALTON,32_2,2,SALIX,1.42,20,H,0.19,CLUMP,START,0.6,d,1.2
DALTON,32_2,2,SALIX,0.41,0,N,0,CLUMP,,NA,d,0.3
DALTON,32_2,2,SALIX,1.27,75,H,0.22,CLUMP,,NA,d,2.7
DALTON,32_2,2,SALIX,0.41,50,H,0.09,CLUMP,,NA,d,0.6
DALTON,32_2,2,SALIX,0.86,15,B,0.22,CLUMP,,NA,d,1.8
DALTON,32_2,2,SALIX,0.64,100,N,0,CLUMP,,NA,d,0.8
DALTON,32_2,2,SALIX,1.35,40,H,0.16,CLUMP,,NA,d,1.2
DALTON,32_2,2,SALIX,0.56,75,H,0.16,CLUMP,,NA,d,0.6
DALTON,32_2,2,SALIX,0.86,0,H,0.09,CLUMP,,NA,d,0.6
DALTON,32_2,2,SALIX,0.33,30,H,0.34,CLUMP,,NA,d,1.8
DALTON,32_2,2,SALIX,1.12,0,H,0.25,CLUMP,,NA,d,0.8
DALTON,32_2,2,SALIX,0.79,0,N,0,CLUMP,,NA,d,0.6
DALTON,32_2,2,SALIX,0.56,0,N,0,CLUMP,,NA,d,0.5
DALTON,32_2,2,SALIX,0.79,0,H,0.19,CLUMP,,NA,d,0.8
DALTON,32_2,2,SALIX,1.35,0,H,0.19,CLUMP,,NA,d,0.8
DALTON,32_2,2,SALIX,0.23,90,N,0,CLUMP,,NA,d,0.5
DALTON,32_2,2,SALIX,0.33,100,N,0,CLUMP,,NA,d,0.3
DALTON,32_2,2,SALIX,0.41,40,H,0.06,CLUMP,,NA,d,0.3
DALTON,32_2,2,SALIX,0.64,0,N,0,CLUMP,,NA,d,0.5
DALTON,32_2,2,SALIX,0.56,0,H,0.09,CLUMP,,NA,d,0.3
DALTON,32_2,2,SALIX,0.41,0,N,0,CLUMP,,NA,d,0.3
DALTON,32_2,2,SALIX,0.79,0,H,0.09,CLUMP,,NA,d,0.5
DALTON,32_2,2,SALIX,0.71,0,N,0,CLUMP,,NA,d,0.6
DALTON,32_2,2,SALIX,0.41,90,N,0,CLUMP,,NA,d,0.5
DALTON,32_2,2,SALIX,1.35,0,H,0.19,CLUMP,END,NA,d,0.9
DALTON,32_2,2,PIME,1.12,0,N,0,IND,,0,c,1.5
DALTON,32_2,2,PIME,2.24,0,N,0,IND,,0,c,0.8
DALTON,32_2,2,PIME,2.31,0,H,0.16,IND,,NA,c,1.2
DALTON,32_2,2,PIME,1.27,0,N,0,IND,,0,c,0.8
DALTON,32_2,2,PIME,0.41,0,N,0,IND,,0,c,1.4
DALTON,32_2,2,PIME,2.77,0,N,0,IND,,0,c,2.4
DALTON,32_2,2,PIME,2.13,0,N,0,IND,,0,c,1.2
DALTON,32_2,2,PIME,1.42,0,N,0,IND,,0,c,2.1
DALTON,32_2,2,PIME,1.6,0,N,0,IND,,0,c,1.7
DALTON,32_2,2,PIME,1.5,0,N,0,IND,,NA,c,0.6
DALTON,32_2,2,POTR,2.06,85,M,0.22,IND,,0.47,d,2.4
DALTON,32_2,2,POTR,1.42,85,B,0.19,IND,,0.55,d,2.3
DALTON,32_2,2,PIME,1.6,0,N,0,IND,,0,c,1.7
DALTON,32_2,2,PIME,2.31,0,N,0,IND,,0,c,1.7
DALTON,32_2,2,BENE,2.87,70,M,0.91,CLUMP,START,0.86,d,5.5
DALTON,32_2,2,BENE,1.75,70,H,0.22,CLUMP,,NA,d,4.6
DALTON,32_2,2,BENE,3.1,90,M,0.91,CLUMP,,NA,d,5.5
DALTON,32_2,2,BENE,2.54,70,B,0.34,CLUMP,,NA,d,3.7
DALTON,32_2,2,BENE,2.06,70,B,0.38,CLUMP,,NA,d,4.6
DALTON,32_2,2,BENE,1.27,40,N,0,CLUMP,,NA,d,2.1
DALTON,32_2,2,BENE,1.91,0,H,0.25,CLUMP,END,NA,d,1.4
DALTON,32_2,2,POTR,1.27,10,B,0.25,IND,,0.43,d,2.3
DALTON,32_2,2,PIME,1.12,0,N,0,IND,,0,c,1.4
DALTON,32_2,2,BENE,0.64,0,N,0,IND,,0,d,1.5
DALTON,32_2,2,BENE,1.12,0,N,0,IND,,0,d,1.4
DALTON,32_2,2,PIME,1.12,0,N,0,IND,,0,c,0.9
DALTON,32_2,2,POTR,0.86,30,H,0.19,IND,,1,d,0.3
DALTON,55_3,3,BENE,1.5,10,B,0.22,IND,,NA,d,0.6
DALTON,55_3,3,BENE,0.64,40,H,0.25,CLUMP,START,0.5,d,0.3
DALTON,55_3,3,BENE,2.54,90,H,0.25,CLUMP,,NA,d,3.7
DALTON,55_3,3,BENE,1.5,90,N,0,CLUMP,,NA,d,3
DALTON,55_3,3,BENE,1.04,100,N,0,CLUMP,END,NA,d,3
DALTON,55_3,3,BENE,0.97,20,B,0.13,CLUMP,START,1,d,0.6
DALTON,55_3,3,BENE,3.17,40,B,0.25,CLUMP,END,NA,d,1.2
DALTON,55_3,3,BENE,1.27,30,H,0.25,CLUMP,START,1,d,1.2
DALTON,55_3,3,BENE,2.87,90,H,0.28,CLUMP,END,NA,d,4.3
DALTON,55_3,3,BENE,0.86,30,H,0.16,IND,,NA,d,0.3
DALTON,55_3,3,BENE,1.04,10,B,0.19,CLUMP,START,1,d,0.5
DALTON,55_3,3,BENE,1.27,20,H,0.22,CLUMP,END,NA,d,0.6
DALTON,55_3,3,BENE,3.89,100,H,0.22,IND,,NA,d,4.3
DALTON,55_3,3,BENE,1.42,90,M,0.63,IND,,NA,d,2.4
DALTON,55_3,3,BENE,1.83,70,H,0.38,CLUMP,START,0.67,d,2.4
DALTON,55_3,3,BENE,0.64,90,N,0,CLUMP,,NA,d,3.7
