tree,maxfuel,minfuel
Z:/Research/Hoffman/ak2/ak/3x_hifuel_hiwx/tree/3x_ex_hifuel_tree1065_vegout.csv,0.18,0.11758
Z:/Research/Hoffman/ak2/ak/3x_hifuel_hiwx/tree/3x_ex_hifuel_tree1066_vegout.csv,0.14,0.14
Z:/Research/Hoffman/ak2/ak/3x_hifuel_hiwx/tree/3x_ex_hifuel_tree1067_vegout.csv,0.2,0.2
Z:/Research/Hoffman/ak2/ak/3x_hifuel_hiwx/tree/3x_ex_hifuel_tree1068_vegout.csv,0.14,0.0099213
Z:/Research/Hoffman/ak2/ak/3x_hifuel_hiwx/tree/3x_ex_hifuel_tree1069_vegout.csv,0.18,0.18
Z:/Research/Hoffman/ak2/ak/3x_hifuel_hiwx/tree/3x_ex_hifuel_tree107_vegout.csv,0.08,8e-5
Z:/Research/Hoffman/ak2/ak/3x_hifuel_hiwx/tree/3x_ex_hifuel_tree1070_vegout.csv,0.02,0.02
Z:/Research/Hoffman/ak2/ak/3x_hifuel_hiwx/tree/3x_ex_hifuel_tree1071_vegout.csv,0.28,0.28
Z:/Research/Hoffman/ak2/ak/3x_hifuel_hiwx/tree/3x_ex_hifuel_tree1072_vegout.csv,0.14,0.14
Z:/Research/Hoffman/ak2/ak/3x_hifuel_hiwx/tree/3x_ex_hifuel_tree1073_vegout.csv,0.22,0.22
Z:/Research/Hoffman/ak2/ak/3x_hifuel_hiwx/tree/3x_ex_hifuel_tree1074_vegout.csv,0.06,0.06
Z:/Research/Hoffman/ak2/ak/3x_hifuel_hiwx/tree/3x_ex_hifuel_tree1075_vegout.csv,0.04,0.04
Z:/Research/Hoffman/ak2/ak/3x_hifuel_hiwx/tree/3x_ex_hifuel_tree1076_vegout.csv,0.02,0.02
Z:/Research/Hoffman/ak2/ak/3x_hifuel_hiwx/tree/3x_ex_hifuel_tree1077_vegout.csv,0.08,0.08
Z:/Research/Hoffman/ak2/ak/3x_hifuel_hiwx/tree/3x_ex_hifuel_tree1078_vegout.csv,0.18,0.18
Z:/Research/Hoffman/ak2/ak/3x_hifuel_hiwx/tree/3x_ex_hifuel_tree1079_vegout.csv,0.04,0.04
Z:/Research/Hoffman/ak2/ak/3x_hifuel_hiwx/tree/3x_ex_hifuel_tree108_vegout.csv,0.06,0.06
Z:/Research/Hoffman/ak2/ak/3x_hifuel_hiwx/tree/3x_ex_hifuel_tree1080_vegout.csv,0.1,0.079208
Z:/Research/Hoffman/ak2/ak/3x_hifuel_hiwx/tree/3x_ex_hifuel_tree1081_vegout.csv,0.06,0.06
Z:/Research/Hoffman/ak2/ak/3x_hifuel_hiwx/tree/3x_ex_hifuel_tree1082_vegout.csv,0.08,8e-5
Z:/Research/Hoffman/ak2/ak/3x_hifuel_hiwx/tree/3x_ex_hifuel_tree1083_vegout.csv,0.1,0.1
Z:/Research/Hoffman/ak2/ak/3x_hifuel_hiwx/tree/3x_ex_hifuel_tree1084_vegout.csv,0.06,0.06
Z:/Research/Hoffman/ak2/ak/3x_hifuel_hiwx/tree/3x_ex_hifuel_tree1085_vegout.csv,0.12,1.2e-4
Z:/Research/Hoffman/ak2/ak/3x_hifuel_hiwx/tree/3x_ex_hifuel_tree1086_vegout.csv,0.14,0.004142
Z:/Research/Hoffman/ak2/ak/3x_hifuel_hiwx/tree/3x_ex_hifuel_tree1087_vegout.csv,0.02,0.02
Z:/Research/Hoffman/ak2/ak/3x_hifuel_hiwx/tree/3x_ex_hifuel_tree1088_vegout.csv,0.1,0.1
Z:/Research/Hoffman/ak2/ak/3x_hifuel_hiwx/tree/3x_ex_hifuel_tree1089_vegout.csv,0.3,0.3
Z:/Research/Hoffman/ak2/ak/3x_hifuel_hiwx/tree/3x_ex_hifuel_tree109_vegout.csv,0.1,0.1
Z:/Research/Hoffman/ak2/ak/3x_hifuel_hiwx/tree/3x_ex_hifuel_tree1090_vegout.csv,0.18,0.18
Z:/Research/Hoffman/ak2/ak/3x_hifuel_hiwx/tree/3x_ex_hifuel_tree1091_vegout.csv,0.2,0.2
Z:/Research/Hoffman/ak2/ak/3x_hifuel_hiwx/tree/3x_ex_hifuel_tree1092_vegout.csv,0.24,0.24
Z:/Research/Hoffman/ak2/ak/3x_hifuel_hiwx/tree/3x_ex_hifuel_tree1093_vegout.csv,0.12,0.12
Z:/Research/Hoffman/ak2/ak/3x_hifuel_hiwx/tree/3x_ex_hifuel_tree1094_vegout.csv,0.04,0.04
Z:/Research/Hoffman/ak2/ak/3x_hifuel_hiwx/tree/3x_ex_hifuel_tree1095_vegout.csv,0.06,0.06
Z:/Research/Hoffman/ak2/ak/3x_hifuel_hiwx/tree/3x_ex_hifuel_tree1096_vegout.csv,0.18,0.18
Z:/Research/Hoffman/ak2/ak/3x_hifuel_hiwx/tree/3x_ex_hifuel_tree1097_vegout.csv,0.08,0.08
Z:/Research/Hoffman/ak2/ak/3x_hifuel_hiwx/tree/3x_ex_hifuel_tree1098_vegout.csv,0.12,0.12
Z:/Research/Hoffman/ak2/ak/3x_hifuel_hiwx/tree/3x_ex_hifuel_tree1099_vegout.csv,0.04,4e-5
Z:/Research/Hoffman/ak2/ak/3x_hifuel_hiwx/tree/3x_ex_hifuel_tree11_vegout.csv,0.05,0.05
Z:/Research/Hoffman/ak2/ak/3x_hifuel_hiwx/tree/3x_ex_hifuel_tree110_vegout.csv,0.04,0.04
Z:/Research/Hoffman/ak2/ak/3x_hifuel_hiwx/tree/3x_ex_hifuel_tree1100_vegout.csv,0.06,0.06
Z:/Research/Hoffman/ak2/ak/3x_hifuel_hiwx/tree/3x_ex_hifuel_tree1101_vegout.csv,0.16,0.16
Z:/Research/Hoffman/ak2/ak/3x_hifuel_hiwx/tree/3x_ex_hifuel_tree1102_vegout.csv,0.12,0.12
Z:/Research/Hoffman/ak2/ak/3x_hifuel_hiwx/tree/3x_ex_hifuel_tree1103_vegout.csv,0.16,1.6e-4
Z:/Research/Hoffman/ak2/ak/3x_hifuel_hiwx/tree/3x_ex_hifuel_tree1104_vegout.csv,0.3,0.3
Z:/Research/Hoffman/ak2/ak/3x_hifuel_hiwx/tree/3x_ex_hifuel_tree1105_vegout.csv,0.16,0.16
Z:/Research/Hoffman/ak2/ak/3x_hifuel_hiwx/tree/3x_ex_hifuel_tree1106_vegout.csv,0.16,0.16
Z:/Research/Hoffman/ak2/ak/3x_hifuel_hiwx/tree/3x_ex_hifuel_tree1107_vegout.csv,0.1,0.1
Z:/Research/Hoffman/ak2/ak/3x_hifuel_hiwx/tree/3x_ex_hifuel_tree1108_vegout.csv,0.1,0.1
Z:/Research/Hoffman/ak2/ak/3x_hifuel_hiwx/tree/3x_ex_hifuel_tree1109_vegout.csv,0.06,0.0020046
Z:/Research/Hoffman/ak2/ak/3x_hifuel_hiwx/tree/3x_ex_hifuel_tree111_vegout.csv,0.02,0.02
Z:/Research/Hoffman/ak2/ak/3x_hifuel_hiwx/tree/3x_ex_hifuel_tree1110_vegout.csv,0.8,0.8
Z:/Research/Hoffman/ak2/ak/3x_hifuel_hiwx/tree/3x_ex_hifuel_tree1111_vegout.csv,0.18,1.8e-4
Z:/Research/Hoffman/ak2/ak/3x_hifuel_hiwx/tree/3x_ex_hifuel_tree1112_vegout.csv,0.12,0.12
Z:/Research/Hoffman/ak2/ak/3x_hifuel_hiwx/tree/3x_ex_hifuel_tree1113_vegout.csv,0.1,1e-4
Z:/Research/Hoffman/ak2/ak/3x_hifuel_hiwx/tree/3x_ex_hifuel_tree1114_vegout.csv,0.24,0.24
Z:/Research/Hoffman/ak2/ak/3x_hifuel_hiwx/tree/3x_ex_hifuel_tree1115_vegout.csv,0.1,0.1
Z:/Research/Hoffman/ak2/ak/3x_hifuel_hiwx/tree/3x_ex_hifuel_tree1116_vegout.csv,0.04,0.04
Z:/Research/Hoffman/ak2/ak/3x_hifuel_hiwx/tree/3x_ex_hifuel_tree1117_vegout.csv,0.08,0.08
Z:/Research/Hoffman/ak2/ak/3x_hifuel_hiwx/tree/3x_ex_hifuel_tree1118_vegout.csv,0.04,0.04
Z:/Research/Hoffman/ak2/ak/3x_hifuel_hiwx/tree/3x_ex_hifuel_tree1119_vegout.csv,0.1,1e-4
Z:/Research/Hoffman/ak2/ak/3x_hifuel_hiwx/tree/3x_ex_hifuel_tree112_vegout.csv,0.08,8e-5
Z:/Research/Hoffman/ak2/ak/3x_hifuel_hiwx/tree/3x_ex_hifuel_tree1120_vegout.csv,0.12,0.12
Z:/Research/Hoffman/ak2/ak/3x_hifuel_hiwx/tree/3x_ex_hifuel_tree1121_vegout.csv,0.8,0.8
Z:/Research/Hoffman/ak2/ak/3x_hifuel_hiwx/tree/3x_ex_hifuel_tree1122_vegout.csv,0.1,0.1
Z:/Research/Hoffman/ak2/ak/3x_hifuel_hiwx/tree/3x_ex_hifuel_tree1123_vegout.csv,0.02,0.02
Z:/Research/Hoffman/ak2/ak/3x_hifuel_hiwx/tree/3x_ex_hifuel_tree1124_vegout.csv,0.14,0.14
Z:/Research/Hoffman/ak2/ak/3x_hifuel_hiwx/tree/3x_ex_hifuel_tree1125_vegout.csv,0.18,0.18
Z:/Research/Hoffman/ak2/ak/3x_hifuel_hiwx/tree/3x_ex_hifuel_tree1126_vegout.csv,0.14,1.4e-4
Z:/Research/Hoffman/ak2/ak/3x_hifuel_hiwx/tree/3x_ex_hifuel_tree1127_vegout.csv,0.16,0.16
Z:/Research/Hoffman/ak2/ak/3x_hifuel_hiwx/tree/3x_ex_hifuel_tree1128_vegout.csv,0.1,0.1
Z:/Research/Hoffman/ak2/ak/3x_hifuel_hiwx/tree/3x_ex_hifuel_tree1129_vegout.csv,0.04,0.04
Z:/Research/Hoffman/ak2/ak/3x_hifuel_hiwx/tree/3x_ex_hifuel_tree113_vegout.csv,0.1,0.1
Z:/Research/Hoffman/ak2/ak/3x_hifuel_hiwx/tree/3x_ex_hifuel_tree1130_vegout.csv,0.16,0.16
Z:/Research/Hoffman/ak2/ak/3x_hifuel_hiwx/tree/3x_ex_hifuel_tree1131_vegout.csv,0.12,0.12
Z:/Research/Hoffman/ak2/ak/3x_hifuel_hiwx/tree/3x_ex_hifuel_tree1132_vegout.csv,0.14,0.14
Z:/Research/Hoffman/ak2/ak/3x_hifuel_hiwx/tree/3x_ex_hifuel_tree1133_vegout.csv,0.34,3.4e-4
Z:/Research/Hoffman/ak2/ak/3x_hifuel_hiwx/tree/3x_ex_hifuel_tree1134_vegout.csv,0.12,1.2e-4
Z:/Research/Hoffman/ak2/ak/3x_hifuel_hiwx/tree/3x_ex_hifuel_tree1135_vegout.csv,0.04,0.04
Z:/Research/Hoffman/ak2/ak/3x_hifuel_hiwx/tree/3x_ex_hifuel_tree1136_vegout.csv,0.18,0.099012
Z:/Research/Hoffman/ak2/ak/3x_hifuel_hiwx/tree/3x_ex_hifuel_tree1137_vegout.csv,0.16,0.15989
Z:/Research/Hoffman/ak2/ak/3x_hifuel_hiwx/tree/3x_ex_hifuel_tree1138_vegout.csv,0.02,0.02
Z:/Research/Hoffman/ak2/ak/3x_hifuel_hiwx/tree/3x_ex_hifuel_tree1139_vegout.csv,0.18,0.18
Z:/Research/Hoffman/ak2/ak/3x_hifuel_hiwx/tree/3x_ex_hifuel_tree114_vegout.csv,0.02,2e-5
Z:/Research/Hoffman/ak2/ak/3x_hifuel_hiwx/tree/3x_ex_hifuel_tree1140_vegout.csv,0.24,2.4e-4
Z:/Research/Hoffman/ak2/ak/3x_hifuel_hiwx/tree/3x_ex_hifuel_tree1141_vegout.csv,0.18,0.18
Z:/Research/Hoffman/ak2/ak/3x_hifuel_hiwx/tree/3x_ex_hifuel_tree1142_vegout.csv,0.04,0.015477
Z:/Research/Hoffman/ak2/ak/3x_hifuel_hiwx/tree/3x_ex_hifuel_tree1143_vegout.csv,0.04,0.04
Z:/Research/Hoffman/ak2/ak/3x_hifuel_hiwx/tree/3x_ex_hifuel_tree1144_vegout.csv,0.2,0.2
Z:/Research/Hoffman/ak2/ak/3x_hifuel_hiwx/tree/3x_ex_hifuel_tree1145_vegout.csv,0.02,0.02
Z:/Research/Hoffman/ak2/ak/3x_hifuel_hiwx/tree/3x_ex_hifuel_tree1146_vegout.csv,0.06,6e-5
Z:/Research/Hoffman/ak2/ak/3x_hifuel_hiwx/tree/3x_ex_hifuel_tree1147_vegout.csv,0.1,0.1
Z:/Research/Hoffman/ak2/ak/3x_hifuel_hiwx/tree/3x_ex_hifuel_tree1148_vegout.csv,0.02,0.02
Z:/Research/Hoffman/ak2/ak/3x_hifuel_hiwx/tree/3x_ex_hifuel_tree1149_vegout.csv,0.22,0.22
Z:/Research/Hoffman/ak2/ak/3x_hifuel_hiwx/tree/3x_ex_hifuel_tree115_vegout.csv,0.14,0.14
Z:/Research/Hoffman/ak2/ak/3x_hifuel_hiwx/tree/3x_ex_hifuel_tree1150_vegout.csv,0.18,0.18
Z:/Research/Hoffman/ak2/ak/3x_hifuel_hiwx/tree/3x_ex_hifuel_tree1151_vegout.csv,0.14,0.14
Z:/Research/Hoffman/ak2/ak/3x_hifuel_hiwx/tree/3x_ex_hifuel_tree1152_vegout.csv,0.22,0.22
Z:/Research/Hoffman/ak2/ak/3x_hifuel_hiwx/tree/3x_ex_hifuel_tree1153_vegout.csv,0.02,2e-5
Z:/Research/Hoffman/ak2/ak/3x_hifuel_hiwx/tree/3x_ex_hifuel_tree1154_vegout.csv,0.08,8e-5
Z:/Research/Hoffman/ak2/ak/3x_hifuel_hiwx/tree/3x_ex_hifuel_tree1155_vegout.csv,0.1,0.1
Z:/Research/Hoffman/ak2/ak/3x_hifuel_hiwx/tree/3x_ex_hifuel_tree1156_vegout.csv,0.08,0.08
Z:/Research/Hoffman/ak2/ak/3x_hifuel_hiwx/tree/3x_ex_hifuel_tree1157_vegout.csv,0.24,0.24
Z:/Research/Hoffman/ak2/ak/3x_hifuel_hiwx/tree/3x_ex_hifuel_tree1158_vegout.csv,0.08,0.08
Z:/Research/Hoffman/ak2/ak/3x_hifuel_hiwx/tree/3x_ex_hifuel_tree1159_vegout.csv,0.06,0.018985
Z:/Research/Hoffman/ak2/ak/3x_hifuel_hiwx/tree/3x_ex_hifuel_tree116_vegout.csv,0.1,0.1
Z:/Research/Hoffman/ak2/ak/3x_hifuel_hiwx/tree/3x_ex_hifuel_tree1160_vegout.csv,0.1,0.1
Z:/Research/Hoffman/ak2/ak/3x_hifuel_hiwx/tree/3x_ex_hifuel_tree1161_vegout.csv,0.12,0.12
Z:/Research/Hoffman/ak2/ak/3x_hifuel_hiwx/tree/3x_ex_hifuel_tree1162_vegout.csv,0.24,0.24
Z:/Research/Hoffman/ak2/ak/3x_hifuel_hiwx/tree/3x_ex_hifuel_tree1163_vegout.csv,0.12,0.12
Z:/Research/Hoffman/ak2/ak/3x_hifuel_hiwx/tree/3x_ex_hifuel_tree1164_vegout.csv,0.08,0.08
Z:/Research/Hoffman/ak2/ak/3x_hifuel_hiwx/tree/3x_ex_hifuel_tree1165_vegout.csv,0.28,0.12184
Z:/Research/Hoffman/ak2/ak/3x_hifuel_hiwx/tree/3x_ex_hifuel_tree1166_vegout.csv,0.16,0.16
Z:/Research/Hoffman/ak2/ak/3x_hifuel_hiwx/tree/3x_ex_hifuel_tree1167_vegout.csv,0.04,0.04
Z:/Research/Hoffman/ak2/ak/3x_hifuel_hiwx/tree/3x_ex_hifuel_tree1168_vegout.csv,0.16,0.0030655
Z:/Research/Hoffman/ak2/ak/3x_hifuel_hiwx/tree/3x_ex_hifuel_tree1169_vegout.csv,0.12,0.12
Z:/Research/Hoffman/ak2/ak/3x_hifuel_hiwx/tree/3x_ex_hifuel_tree117_vegout.csv,0.06,6e-5
Z:/Research/Hoffman/ak2/ak/3x_hifuel_hiwx/tree/3x_ex_hifuel_tree1170_vegout.csv,0.36,0.36
Z:/Research/Hoffman/ak2/ak/3x_hifuel_hiwx/tree/3x_ex_hifuel_tree1171_vegout.csv,0.14,1.4e-4
Z:/Research/Hoffman/ak2/ak/3x_hifuel_hiwx/tree/3x_ex_hifuel_tree1172_vegout.csv,0.1,0.1
Z:/Research/Hoffman/ak2/ak/3x_hifuel_hiwx/tree/3x_ex_hifuel_tree1173_vegout.csv,0.22,0.22
Z:/Research/Hoffman/ak2/ak/3x_hifuel_hiwx/tree/3x_ex_hifuel_tree1174_vegout.csv,0.18,0.18
Z:/Research/Hoffman/ak2/ak/3x_hifuel_hiwx/tree/3x_ex_hifuel_tree1175_vegout.csv,0.16,0.16
Z:/Research/Hoffman/ak2/ak/3x_hifuel_hiwx/tree/3x_ex_hifuel_tree1176_vegout.csv,0.22,0.22
Z:/Research/Hoffman/ak2/ak/3x_hifuel_hiwx/tree/3x_ex_hifuel_tree1177_vegout.csv,1.5,1.5
Z:/Research/Hoffman/ak2/ak/3x_hifuel_hiwx/tree/3x_ex_hifuel_tree1178_vegout.csv,0.2,0.2
Z:/Research/Hoffman/ak2/ak/3x_hifuel_hiwx/tree/3x_ex_hifuel_tree1179_vegout.csv,0.14,0.14
Z:/Research/Hoffman/ak2/ak/3x_hifuel_hiwx/tree/3x_ex_hifuel_tree118_vegout.csv,0.08,0.08
Z:/Research/Hoffman/ak2/ak/3x_hifuel_hiwx/tree/3x_ex_hifuel_tree1180_vegout.csv,0.2,0.2
Z:/Research/Hoffman/ak2/ak/3x_hifuel_hiwx/tree/3x_ex_hifuel_tree1181_vegout.csv,0.12,1.2e-4
Z:/Research/Hoffman/ak2/ak/3x_hifuel_hiwx/tree/3x_ex_hifuel_tree1182_vegout.csv,0.18,0.18
Z:/Research/Hoffman/ak2/ak/3x_hifuel_hiwx/tree/3x_ex_hifuel_tree1183_vegout.csv,0.18,0.18
Z:/Research/Hoffman/ak2/ak/3x_hifuel_hiwx/tree/3x_ex_hifuel_tree1184_vegout.csv,0.18,0.18
